County Name	County Pop	City Name	City Pop	No. Zip Codes
Upton County	3212	Rankin	803	1
Uvalde County	25239	Concan	430	1
Uvalde County	25239	Knippa	790	1
Uvalde County	25239	Sabinal	2000	1
Uvalde County	25239	Utopia	1000	1
Uvalde County	25239	Uvalde	21019	2
Val Verde County	48298	Comstock	318	1
Val Verde County	48298	Del Rio	47528	4
Val Verde County	48298	Langtry	55	1
Val Verde County	48298	Laughlin A F B	397	1
Van Zandt County	44100	Ben Wheeler	5000	1
Van Zandt County	44100	Canton	11640	1
Van Zandt County	44100	Edgewood	3400	1
Van Zandt County	44100	Fruitvale	1370	1
Van Zandt County	44100	Grand Saline	5930	1
Van Zandt County	44100	Van	4370	1
Van Zandt County	44100	Wills Point	12390	1
Victoria County	85552	Bloomington	2348	1
Victoria County	85552	Inez	2870	1
Victoria County	85552	Mcfaddin	20	1
Victoria County	85552	Meyersville	460	1
Victoria County	85552	Nursery	395	1
Victoria County	85552	Placedo	671	1
Victoria County	85552	Telferner	738	1
Victoria County	85552	Victoria	78050	5
Walker County	46069	Dodge	561	1
Walker County	46069	Huntsville	40119	8
Walker County	46069	New Waverly	4500	1
Walker County	46069	Riverside	889	1
Waller County	37211	Brookshire	10880	1
Waller County	37211	Hempstead	11320	1
Waller County	37211	Katy	1591	2
Waller County	37211	Pattison	893	1
Waller County	37211	Prairie View	1267	1
Waller County	37211	Waller	11260	1
Ward County	10841	Barstow	299	1
Ward County	10841	Grandfalls	448	1
Ward County	10841	Monahans	9520	1
Ward County	10841	Pyote	172	1
Ward County	10841	Wickett	402	1
Washington County	31081	Brenham	25291	2
Washington County	31081	Burton	2250	1
Washington County	31081	Chappell Hill	1880	1
Washington County	31081	Washington	1660	1
Webb County	255966	Bruni	360	1
Webb County	255966	Laredo	254967	8
Webb County	255966	Mirando City	350	1
Webb County	255966	Oilton	289	1
Wharton County	40052	Boling	2230	1
Wharton County	40052	Danevang	455	1
Wharton County	40052	East Bernard	4860	1
Wharton County	40052	Egypt	187	1
Wharton County	40052	El Campo	16610	1
Wharton County	40052	Glen Flora	277	1
Wharton County	40052	Hungerford	757	1
Wharton County	40052	Lane City	400	1
Wharton County	40052	Lissie	228	1
Wharton County	40052	Louise	1790	1
Wharton County	40052	Pierce	108	1
Wharton County	40052	Wharton	12150	1
Wheeler County	5647	Allison	157	1
Wheeler County	5647	Briscoe	210	1
Wheeler County	5647	Mobeetie	340	1
Wheeler County	5647	Shamrock	2450	1
Wheeler County	5647	Wheeler	2490	1
Wichita County	110525	Burkburnett	10290	1
Wichita County	110525	Electra	2420	1
Wichita County	110525	Iowa Park	8470	1
Wichita County	110525	Kamay	211	1
Wichita County	110525	Sheppard Afb	2630	1
Wichita County	110525	Wichita Falls	86504	8
Wilbarger County	11488	Harrold	198	1
Wilbarger County	11488	Odell	47	1
Wilbarger County	11488	Oklaunion	166	1
Wilbarger County	11488	Vernon	11077	2
Willacy County	16841	Lasara	606	1
Willacy County	16841	Lyford	3660	1
Willacy County	16841	Port Mansfield	270	1
Willacy County	16841	Raymondville	9900	1
Willacy County	16841	San Perlita	427	1
Willacy County	16841	Sebastian	1978	1
Williamson County	485478	Austin	54450	2
Williamson County	485478	Bartlett	1980	1
Williamson County	485478	Cedar Park	76277	2
Williamson County	485478	Coupland	1250	1
Williamson County	485478	Florence	3960	1
Williamson County	485478	Georgetown	76801	4
Williamson County	485478	Granger	2250	1
Williamson County	485478	Hutto	28610	1
Williamson County	485478	Jarrell	6130	1
Williamson County	485478	Leander	53412	2
Williamson County	485478	Liberty Hill	11470	1
Williamson County	485478	Mc Neil	60	1
Williamson County	485478	Round Rock	149783	6
Williamson County	485478	Schwertner	86	1
Williamson County	485478	Taylor	16750	1
Williamson County	485478	Thrall	1640	1
Williamson County	485478	Walburg	142	1
Williamson County	485478	Weir	427	1
Wilson County	38044	Floresville	18770	1
Wilson County	38044	La Vernia	12700	1
Wilson County	38044	Pandora	60	1
Wilson County	38044	Poth	2094	1
Wilson County	38044	Stockdale	3700	1
Wilson County	38044	Sutherland Springs	720	1
Winkler County	7408	Kermit	6530	1
Winkler County	7408	Wink	878	1
Wise County	54971	Alvord	3010	1
Wise County	54971	Boyd	5580	1
Wise County	54971	Bridgeport	10270	1
Wise County	54971	Chico	3050	1
Wise County	54971	Decatur	15120	1
Wise County	54971	Greenwood	96	1
Wise County	54971	Newark	3620	1
Wise County	54971	Paradise	5050	1
Wise County	54971	Rhome	8890	1
Wise County	54971	Slidell	285	1
Wood County	38893	Alba	3800	1
Wood County	38893	Golden	483	1
Wood County	38893	Hawkins	5950	1
Wood County	38893	Mineola	10660	1
Wood County	38893	Quitman	6200	1
Wood County	38893	Winnsboro	8940	1
Wood County	38893	Yantis	2860	1
Yoakum County	9299	Denver City	7260	1
Yoakum County	9299	Plains	1920	1
Yoakum County	9299	Tokio	119	1
Young County	16746	Graham	12030	1
Young County	16746	Loving	380	1
Young County	16746	Newcastle	770	1
Young County	16746	Olney	3400	1
Young County	16746	South Bend	166	1
Zapata County	12127	Lopeno	257	1
Zapata County	12127	San Ygnacio	700	1
Zapata County	12127	Zapata	11170	1
Zavala County	10311	Batesville	1020	1
Zavala County	10311	Crystal City	7650	1
Zavala County	10311	La Pryor	1641	1
